79,12,CORP TAX,2019,CORP TAX - 2019,9,1900-01-01,1900-01-01,YES
80,12,CORP TAX,2020,CORP TAX - 2020,9,2020-01-01,2020-12-31,YES
81,83,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
82,30,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2021-01-31,YES
83,7,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2021-01-31,YES
84,57,CORP TAX,2019,CORP TAX - 2019,8,2019-09-04,2020-05-15,YES
85,21,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
86,0,INDIV TAX,2019,INDIV TAX - 2019,6,2020-03-01,2020-05-31,YES
87,20,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-01,YES
88,16,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-10-15,YES
89,16,CORP TAX,2020,CORP TAX - 2020,6,2020-02-01,2020-05-31,YES
90,16,BM,2020,BM - 2020,4,2020-01-01,2020-12-31,YES
91,0,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES
92,36,CORP TAX,2018,CORP TAX - 2018,7,2018-01-01,2019-10-15,YES
93,36,CORP TAX,2019,CORP TAX - 2019,7,1900-01-01,1900-01-01,YES
94,36,BM,2020,BM - 2020,4,2020-01-01,2020-12-31,YES
95,36,COMP,2019,COMP - 2019,4,1900-01-01,1900-01-01,YES
96,36,TAX AUDIT - OTH,2020,TAX AUDIT - OTH - 2020,4,2020-06-01,2020-08-31,YES
97,15,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2021-01-31,YES
98,15,REV,2019,REV - 2019,4,2020-01-01,2020-12-31,YES
99,104,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
100,104,CORP TAX,2019,CORP TAX - 2019,8,1900-01-01,1900-01-01,YES
101,63,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
102,63,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
103,103,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
104,102,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
105,102,TP,2019,TP - 2019,3,1900-01-01,1900-01-01,YES
106,71,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-11-15,YES
107,71,CORP TAX,2020,CORP TAX - 2020,6,2020-03-01,2021-11-15,YES
108,33,BM,2020,BM - 2020,6,1900-01-01,1900-01-01,YES
109,33,COMP,2019,COMP - 2019,3,1900-01-01,1900-01-01,YES
110,33,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
111,101,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
112,101,CORP TAX,2019,CORP TAX - 2019,8,1900-01-01,1900-01-01,YES
113,100,AUD,2020,AUD - 2020,3,1900-01-01,1900-01-01,YES
114,100,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
115,35,CORP TAX,2019,CORP TAX - 2019,8,2020-01-01,2020-10-15,YES
116,35,INDIV TAX,2019,INDIV TAX - 2019,8,2020-01-01,2020-04-30,YES
117,35,BM,2020,BM - 2020,4,2020-01-01,2020-12-31,YES
118,28,BM,2020,BM - 2020,7,2019-12-31,2021-01-31,YES
119,28,INDIV TAX,2019,INDIV TAX - 2019,7,2019-11-01,2020-12-31,YES
120,28,NOTICE HANDLING - ITR,0,NOTICE HANDLING - ITR - ,7,2020-03-01,2020-12-31,YES
121,45,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2021-01-31,YES
122,45,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
123,62,BM,2020,BM - 2020,6,1900-01-01,1900-01-01,YES
124,62,CORP TAX,2019,CORP TAX - 2019,6,1900-01-01,1900-01-01,YES
125,62,CORP TAX,2020,CORP TAX - 2020,6,2020-01-01,2021-10-15,YES
126,27,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
127,27,INDIV TAX,2020,INDIV TAX - 2020,7,2020-01-01,2021-12-31,YES
128,11,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
129,99,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
130,61,BM,2020,BM - 2020,6,1900-01-01,1900-01-01,YES
131,61,CORP TAX,2019,CORP TAX - 2019,6,1900-01-01,1900-01-01,YES
132,70,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES
133,70,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-10-15,YES
134,0,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-05-31,YES
135,44,BM,2020,BM - 2020,7,2020-01-01,2020-12-31,YES
136,44,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2020-12-31,YES
137,43,BM,2020,BM - 2020,7,2020-01-01,2020-12-31,YES
138,43,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2020-12-31,YES
139,26,CORP TAX,2019,CORP TAX - 2019,7,1900-01-01,1900-01-01,YES
140,26,CORP TAX,2020,CORP TAX - 2020,7,2020-01-01,2021-10-31,YES
141,26,INDIV TAX,2019,INDIV TAX - 2019,7,1900-01-01,1900-01-01,YES
142,26,INDIV TAX,2020,INDIV TAX - 2020,7,2019-12-01,2021-12-31,YES
143,26,BM,2020,BM - 2020,7,2020-01-01,2021-04-30,YES
144,0,INDIV TAX,2020,INDIV TAX - 2020,9,2020-01-01,2020-12-31,YES
145,88,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
146,88,TP,2019,TP - 2019,3,1900-01-01,1900-01-01,YES
147,88,BM,2020,BM - 2020,4,2020-01-01,2020-12-31,YES
148,88,REV,2019,REV - 2019,4,2020-01-01,2020-12-31,YES
149,60,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
150,60,REV,2019,REV - 2019,3,1900-01-01,1900-01-01,YES
151,60,CORP TAX,2019,CORP TAX - 2019,7,1900-01-01,1900-01-01,YES
152,90,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
153,90,INDIV TAX,2019,INDIV TAX - 2019,8,1900-01-01,1900-01-01,YES
154,86,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
155,56,INDIV TAX,2019,INDIV TAX - 2019,8,2020-03-06,2020-05-31,YES
156,6,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
157,5,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
158,5,INDIV TAX,2020,INDIV TAX - 2020,7,2020-01-01,2021-12-31,YES
159,5,NOTICE HANDLING - ITR,2017,NOTICE HANDLING - ITR - 2017,7,2020-05-01,2020-12-31,YES
160,5,NOTICE HANDLING - ITR,2018,NOTICE HANDLING - ITR - 2018,7,2020-01-01,2020-05-31,YES
161,25,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2021-05-31,YES
162,87,BM,2020,BM - 2020,4,2020-01-01,2020-12-31,YES
163,110,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES
164,110,COMP,2019,COMP - 2019,6,2020-04-16,2020-04-30,YES
165,109,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES
166,109,COMP,2019,COMP - 2019,6,2020-04-16,2020-04-30,YES
167,0,Administration,2020,Administration - 2020,1,2020-01-01,2020-12-31,NO
168,0,BM,2020,BM - 2020,1,2020-01-01,2020-12-31,NO
169,0,Business Development,2020,Business Development - 2020,1,2020-01-01,2020-12-31,NO
170,0,Sick Leave,2020,Sick Leave - 2020,1,2020-01-01,2020-12-31,NO
171,0,Company Improvement Project,2020,Company Improvement Project - 2020,1,2020-01-01,2020-12-31,NO
172,0,Vacation,2020,Vacation - 2020,1,2020-01-01,2020-12-31,NO
173,0,CPE and Training,2020,CPE and Training - 2020,1,2020-01-01,2020-12-31,NO
174,0,Evaluation,2020,Evaluation - 2020,1,2020-01-01,2020-12-31,NO
175,0,Holiday,2020,Holiday - 2020,1,2020-01-01,2020-12-31,NO
176,0,Holiday,2020,Holiday - 2020,1,2020-01-01,2020-12-31,NO
177,0,Leave of Absence (Non-Paid),2020,Leave of Absence (Non-Paid) - 2020,1,2020-01-01,2020-12-31,NO
178,0,Legal and Immigration,2020,Legal and Immigration - 2020,1,2020-01-01,2020-12-31,NO
179,0,Meal Break (Non-Paid),2020,Meal Break (Non-Paid) - 2020,1,2020-01-01,2020-12-31,NO
180,0,Meeting,2020,Meeting - 2020,1,2020-01-01,2020-12-31,NO
181,0,Paid Rest Break,2020,Paid Rest Break - 2020,1,2020-01-01,2020-12-31,NO
182,0,Payroll,2020,Payroll - 2020,1,2020-01-01,2020-12-31,NO
183,0,Peer Review,2020,Peer Review - 2020,1,2020-01-01,2020-12-31,NO
184,0,Recruiting,2020,Recruiting - 2020,1,2020-01-01,2020-12-31,NO
185,0,Research,2020,Research - 2020,1,2020-01-01,2020-12-31,NO
186,0,Sick Leave,2020,Sick Leave - 2020,1,2020-01-01,2020-12-31,NO
187,0,Software Maintenance/Management,2020,Software Maintenance/Management - 2020,1,2020-01-01,2020-12-31,NO
188,0,Vacation,2020,Vacation - 2020,1,2020-01-01,2020-12-31,NO
189,14,BM,2020,BM - 2020,4,2020-06-01,2020-12-31,YES
190,18,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
191,18,TAX AUDIT - ITR,2015,TAX AUDIT - ITR - 2015,7,2020-01-01,2020-04-30,YES
192,69,BM,2020,BM - 2020,6,2020-01-01,2020-12-31,YES
193,69,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2020-12-31,YES
194,89,AMENDED TR - CTR,2015,AMENDED TR - CTR - 2015,3,1900-01-01,1900-01-01,YES
195,89,AMENDED TR - CTR,2016,AMENDED TR - CTR - 2016,3,1900-01-01,1900-01-01,YES
196,89,AMENDED TR - CTR,2017,AMENDED TR - CTR - 2017,3,1900-01-01,1900-01-01,YES
197,89,BM,2020,BM - 2020,3,1900-01-01,1900-01-01,YES
198,89,COMP,2019,COMP - 2019,3,1900-01-01,1900-01-01,YES
199,89,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
200,98,AMENDED TR - CTR,2018,AMENDED TR - CTR - 2018,3,1900-01-01,1900-01-01,YES
201,98,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
202,41,CORP TAX,2019,CORP TAX - 2019,7,2020-01-01,2020-12-31,YES
203,0,CORP TAX,2018,CORP TAX - 2018,8,2018-01-01,2019-10-15,YES
204,0,CORP TAX,2019,CORP TAX - 2019,8,2018-01-01,2019-10-15,YES
205,68,CORP TAX,2019,CORP TAX - 2019,6,2020-01-01,2020-12-31,YES
206,68,BM,2020,BM - 2020,9,2020-01-01,2020-12-31,YES
207,96,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
208,96,TAX EQ,2020,TAX EQ - 2020,7,2020-01-01,2020-12-31,YES
209,40,INDIV TAX,2019,INDIV TAX - 2019,7,2020-01-01,2020-12-31,YES
210,59,CORP TAX,2019,CORP TAX - 2019,9,2020-01-01,2020-12-31,YES
211,31,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
212,67,BM,2020,BM - 2020,6,2020-01-01,2020-03-31,YES
213,67,TAX EQ,2019,TAX EQ - 2019,6,2020-01-01,2020-12-31,YES
214,97,CORP TAX,2019,CORP TAX - 2019,3,1900-01-01,1900-01-01,YES
215,97,TP,2019,TP - 2019,3,1900-01-01,1900-01-01,YES
